Timestamp;Datos Demográficos (Seleccione múltiples);¿A qué partido pertenece o tiene afinidad?;Ubicación de la Encuesta;Barrio o Compañía;Calificación: Gestión del Intendente Municipal;Calificación: Gestión del Presidente de la República;Pre-candidatos a Intendente Municipal;Pre-candidatos a Concejal Municipal;¿Qué servicio público debe mejorar la municipalidad?
2026-04-13T13:32:47.367Z;Mujer, Mayor;;-27.38556,-56.851596;Núcleo 4;Buena;Muy Mala;Jose Mutti;Ninguna;Todo
2026-04-13T13:34:00.167Z;Mujer, Joven;Partido Colorado;-27.387935,-56.848713;Núcleo 3;Buena;Mala;Jose Mutti;Arnildo;Todo
2026-04-13T13:35:39.257Z;Mujer, Joven;Partido Colorado;-27.385635,-56.851615;Núcleo 4;Muy Mala;Muy Mala;Christian Rolon;Ninguno;Pago de personal
2026-04-13T13:36:00.730Z;Varón, Joven;Partido Colorado;-27.387778,-56.848295;Núcleo 3;Buena;Buena;Christian Rolon;Wlirfrido;Agua potable
2026-04-13T13:37:41.872Z;Varón, Mayor;Partido Colorado;-27.387781,-56.848316;Núcleo 3;NS/NR;NS/NR;;;Todo
2026-04-13T13:38:46.185Z;Mujer, Joven;;-27.385293,-56.851115;Núcleo 4;Muy Mala;Mala;;Ninguna;Camino trabajo
2026-04-13T13:42:39.971Z;;;-27.385331,-56.851044;;;;Christian Rolon;W Aquino;N
2026-04-13T13:42:46.924Z;Mujer, Joven;Partido Colorado;-27.386952,-56.848734;Núcleo 4;Muy Mala;Muy Mala;Christian Rolon;Ellas legizamon;Las rutas
2026-04-13T13:46:51.148Z;Varón, Mayor;Partido Colorado;-27.384929,-56.850879;Núcleo 4;Buena;Buena;Jose Mutti;Ninguna;
2026-04-13T13:49:41.122Z;Mujer;Partido Colorado;-27.386359,-56.847774;Núcleo 4;Buena;Buena;;;Recolección
2026-04-13T13:54:21.664Z;;Partido Colorado;-27.387238,-56.846313;Núcleo 3;Excelente;Buena;;;Salud
2026-04-13T13:56:12.264Z;Varón, Joven;Partido Colorado;-27.387451,-56.846345;Núcleo 3;Buena;Mala;Christian Rolon;Diosnel bogado;Agua
2026-04-13T14:02:41.299Z;Mujer, Mayor;Partido Colorado;-27.386842,-56.847362;Núcleo 3;Mala;Muy Mala;;Sofia troche;Todo
2026-04-13T14:04:18.037Z;Varón, Mayor;Partido Colorado;-27.386287,-56.844745;Núcleo 3;Excelente;Excelente;;Ns nr;Recolección y eliminación de basura
2026-04-13T14:07:12.761Z;Mujer, Mayor;;-27.385279,-56.845431;Núcleo 3;Mala;Buena;;Ninguna;Limpieza
2026-04-13T14:08:10.641Z;Mujer, Adulto Mayor;Partido Colorado;-27.387304,-56.846659;Núcleo 3;Mala;Mala;;;Recolección de basura
2026-04-13T14:11:05.635Z;Mujer, Joven;Partido Colorado;-27.387583,-56.846427;Núcleo 3;Muy Mala;Muy Mala;Jose Mutti;Diego barreto;Recolección de basura
2026-04-13T14:11:10.597Z;Mujer, Adulto Mayor;Partido Colorado;-27.385881,-56.844742;Núcleo 3;Mala;Mala;;;Todo
2026-04-13T14:13:38.103Z;Varón, Mayor;Partido Colorado;-27.387619,-56.846421;Núcleo 3;Buena;Mala;Christian Rolon;Miguel cuella;Todo
2026-04-13T14:15:34.778Z;Varón, Joven;Partido Colorado;-27.384894,-56.844647;Núcleo 3;;Muy Mala;Jose Mutti;Roberto Ranoni;Todas
2026-04-13T14:17:51.687Z;Mujer, Mayor;Partido Colorado;-27.385902,-56.845591;Núcleo 3;Excelente;Buena;Christian Rolon;;Agua caminos
2026-04-13T14:19:09.889Z;Mujer, Mayor;Partido Colorado;-27.384899,-56.845103;Núcleo 3;Mala;Muy Mala;Jose Mutti;Rosana villalba;Limpieza recolección de basura, agua desagues
2026-04-13T14:21:38.987Z;Mujer, Mayor;Partido Colorado;-27.38778,-56.848142;Núcleo 3;Buena;Buena;Christian Rolon;;Falta de trabajo
2026-04-13T14:24:45.448Z;Mujer, Joven;Partido Colorado;-27.387798,-56.848;Núcleo 3;Mala;Mala;;;Todo
2026-04-13T14:25:48.881Z;Mujer, Joven;Partido Colorado;-27.386276,-56.845575;Núcleo 3;Buena;Buena;Jose Mutti;Hugito ramirez;Cuidado de áreas verdes
2026-04-13T14:29:20.274Z;Mujer, Joven;Partido Colorado;-27.387816,-56.847594;Núcleo 3;Muy Mala;Buena;;;Recolección de basura
2026-04-13T14:29:21.970Z;Mujer, Mayor;Partido Colorado;-27.385282,-56.845909;Núcleo 3;Excelente;;Jose Mutti;Ninguna;Apoyo a emprendedores
2026-04-13T14:32:15.005Z;Mujer, Mayor;Partido Colorado;-27.386672,-56.846355;Núcleo 3;Muy Mala;Mala;Jose Mutti;Ramon palacios;Recolección, trabajos
2026-04-13T14:42:40.833Z;Mujer, Mayor;Partido Colorado;-27.384779,-56.843023;Núcleo 6;Mala;Mala;Jose Mutti;;Recolección de basura
2026-04-13T14:44:31.924Z;Mujer, Mayor;Partido Colorado;-27.384418,-56.842845;Núcleo 6;Mala;Muy Mala;Jose Mutti;;Recolección de basura
2026-04-13T14:46:17.547Z;Varón, Mayor;;-27.38543,-56.83902;;Buena;Buena;Jose Mutti;Sofia Troche;Todas las areas
2026-04-13T14:47:06.068Z;Mujer, Mayor;Partido Colorado;-27.382702,-56.842232;Núcleo 5;Mala;Mala;Jose Mutti;;Trabajos
2026-04-13T14:48:49.944Z;Mujer, Joven;Partido Colorado;-27.385525,-56.839178;;Buena;;Christian Rolon;Ningúno;Las calles
2026-04-13T14:52:11.067Z;Mujer, Mayor;Partido Colorado;-27.384038,-56.84241;Núcleo 6;Mala;Buena;Christian Rolon;Carlos ramirez;Recolección de basura
2026-04-13T14:52:47.343Z;;Partido Colorado;-27.382581,-56.841653;Núcleo 5;Mala;Muy Mala;Jose Mutti;Carlos ramirez;Trabajos
2026-04-13T14:53:26.201Z;;;-27.385756,-56.839287;;NS/NR;NS/NR;;Rosana Villalba;Agua
2026-04-13T14:56:18.901Z;Varón, Mayor;Partido Colorado;-27.384104,-56.841915;Núcleo 6;Buena;Buena;Christian Rolon;Talavera;Todos los servicios
2026-04-13T15:00:39.645Z;Adulto Mayor, Mujer;Partido Colorado;-27.382768,-56.840904;Núcleo 5;Buena;Mala;;;Limpieza y recolección
2026-04-13T15:01:26.033Z;Mujer, Joven;Partido Colorado;-27.386382,-56.84;;Buena;Muy Mala;Christian Rolon;Ninguno;Limpieza
2026-04-13T15:01:41.464Z;Varón, Joven;Partido Colorado;-27.384348,-56.841049;Núcleo 6;Buena;Buena;Christian Rolon;;Agua potable
2026-04-13T15:03:31.182Z;Mayor, Mujer;Partido Colorado;-27.386357,-56.839989;;Muy Mala;Muy Mala;Jose Mutti;Sofia Troche;Todos
2026-04-13T15:06:53.973Z;Joven;;-27.386653,-56.840248;;Buena;Buena;Christian Rolon;Carlos Arrua;Limpieza
2026-04-13T15:07:34.998Z;Mayor, Mujer;Partido Colorado;-27.382799,-56.839985;Núcleo 5;Muy Mala;Muy Mala;Jose Mutti;Arnaldo cardozo;Recolección
2026-04-13T15:10:20.372Z;Mujer, Mayor;;-27.386767,-56.840136;Núcleo 7;Mala;Mala;Jose Mutti;Edgardo Villalba;Limpieza
2026-04-13T15:11:26.901Z;Varón, Mayor;Partido Colorado;-27.384928,-56.843794;Núcleo 6;Buena;Buena;Christian Rolon;Jose vera;Transporte
2026-04-13T15:15:00.562Z;Mujer, Varón, Mayor;Partido Colorado;-27.386888,-56.839667;Núcleo 7;Buena;;Christian Rolon;Luis Vera;Limpieza
2026-04-13T15:15:14.979Z;Varón, Mayor;Partido Colorado;-27.382682,-56.839174;Núcleo 5;Buena;Buena;Christian Rolon;William aquino;Salud
2026-04-13T15:17:00.666Z;Mujer, Joven;Partido Colorado;-27.383984,-56.842393;Núcleo 6;Muy Mala;Mala;Christian Rolon;Wilian aquino;Recolección de basura
2026-04-13T15:17:53.334Z;Mujer, Mayor;Partido Colorado;-27.382618,-56.838634;Núcleo 5;Muy Mala;Muy Mala;;;Todo
2026-04-13T15:18:31.841Z;Mujer, Mayor;Partido Colorado;-27.386871,-56.839557;Núcleo 7;Buena;Buena;Jose Mutti;William Aquino;Basura
2026-04-13T15:19:57.596Z;Mujer, Mayor;Partido Colorado;-27.382764,-56.838404;;Mala;Muy Mala;Jose Mutti;;Todo
2026-04-13T15:19:58.392Z;Mujer, Joven;Partido Colorado;-27.383995,-56.841603;Núcleo 6;Buena;Buena;Jose Mutti;;Rutas
2026-04-13T15:22:03.906Z;Varón, Mayor;Partido Colorado;-27.386736,-56.839329;Núcleo 7;Buena;;;Arnildo Bernal;Agua recolección
2026-04-13T15:24:55.701Z;Mujer, Joven;Partido Colorado;-27.384204,-56.840798;Núcleo 6;Buena;Buena;Christian Rolon;;Todo
2026-04-13T15:25:04.147Z;Mujer, Joven;Partido Colorado;-27.386595,-56.839323;Núcleo 7;Buena;Mala;;Diego Barreto;Recolección de basura vendedor reubicacion
2026-04-13T15:28:41.722Z;Mujer, Mayor;Partido Colorado;-27.381852,-56.838964;Núcleo 5;Excelente;Buena;Christian Rolon;Daniel maciel;Electricidad
2026-04-13T15:29:23.294Z;Mujer, Joven;Partido Colorado;-27.386796,-56.839253;Núcleo 7;Buena;Buena;;Dra Talavera;Desague Cloacal
2026-04-13T15:29:31.756Z;;PLRA;-27.384881,-56.840668;;Buena;Buena;Christian Rolon;Edgardo;Cobro taza de impuestos
2026-04-13T15:34:10.614Z;Mujer, Mayor;Partido Colorado;-27.381797,-56.840143;Núcleo 5;Muy Mala;Muy Mala;Jose Mutti;;Todo
2026-04-13T15:36:40.469Z;Varón, Mayor;Partido Colorado;-27.383852,-56.84014;Núcleo 6;Buena;Buena;Christian Rolon;Denis;Agua potable
2026-04-13T15:37:26.050Z;Mujer, Joven;Partido Colorado;-27.386461,-56.838871;Núcleo 7;Mala;Mala;Jose Mutti;Sofia Troche;Desagüe cloacal
2026-04-13T15:39:02.717Z;Mujer, Mayor;Partido Colorado;-27.381721,-56.840643;Núcleo 5;Buena;Buena;Christian Rolon;Miguel marin;Recolección y limpieza
2026-04-13T15:39:31.216Z;Varón, Joven;Partido Colorado;-27.383797,-56.84021;Núcleo 6;Mala;Mala;Christian Rolon;Edgardo;Recolección de basura
2026-04-13T15:40:24.889Z;Mujer, Mayor;Partido Colorado;-27.386041,-56.838917;Núcleo 7;Mala;Mala;Jose Mutti;Dra Talavera;Todos
2026-04-13T15:43:36.912Z;Varón, Mayor;Partido Colorado;-27.385807,-56.83859;Núcleo 7;Mala;Mala;Jose Mutti;Hijo de lorenzo oriel;
2026-04-13T15:44:04.357Z;Mujer, Mayor;Partido Colorado;-27.382103,-56.842212;Núcleo 5;Mala;Muy Mala;Christian Rolon;Arnaldo cardozo;Sueldos agua recolección
2026-04-13T15:46:56.742Z;Mujer, Mayor;Partido Colorado;-27.386016,-56.838284;Núcleo 7;Mala;Buena;Jose Mutti;Cardozo;Limpieza
2026-04-13T16:29:29.887Z;Mujer, Joven;Partido Colorado;-27.410938,-56.963413;;Muy Mala;Muy Mala;Jose Mutti;Ingrid;Agua potable
2026-04-13T16:31:55.537Z;Mujer, Mayor;Partido Colorado;-27.411799,-56.963566;Compañia Coratei;Muy Mala;Muy Mala;;;Todo
2026-04-13T16:35:38.482Z;Varón, Joven;Otros;-27.411379,-56.963592;Compañia Coratei;Buena;Mala;Christian Rolon;Victor;La ruta
2026-04-13T16:36:12.003Z;Mujer, Joven;Partido Colorado;-27.413341,-56.96319;Compañia Coratei;Buena;Buena;Christian Rolon;Carlos arrua;Salud
2026-04-13T16:37:01.298Z;Mujer;Partido Colorado;-27.427771,-56.962486;Compañia Coratei;Excelente;Excelente;Christian Rolon;Ninguno;Ninguna
2026-04-13T16:39:40.834Z;Varón, Mayor;Partido Colorado;-27.413493,-56.963423;Compañia Coratei;Mala;Mala;;Victor espinola;Gestiones
2026-04-13T16:41:29.788Z;Varón, Joven;Partido Colorado;-27.413856,-56.962985;Compañia Coratei;Muy Mala;Buena;Christian Rolon;Maximo;Rutas y loma
2026-04-13T16:43:28.091Z;Mujer, Joven;Partido Colorado;-27.426646,-56.962722;Compañia Coratei;Buena;Buena;Jose Mutti;Ninguna;Agua limpieza camino pago de salirio
2026-04-13T16:44:49.314Z;Mujer, Joven;Partido Colorado;-27.415453,-56.963345;San José Obrero;Buena;Mala;Jose Mutti;;Agua rutas
2026-04-13T16:46:21.241Z;Varón, Joven;Partido Colorado;-27.415472,-56.963286;Compañia Coratei;Mala;Buena;Jose Mutti;Victor;Agua potable
2026-04-13T16:46:21.930Z;Joven, Varón;Partido Colorado;-27.425722,-56.962511;Compañia Coratei;Excelente;Mala;Christian Rolon;Ellas Leguisamon;Apoyo a emprendedores
2026-04-13T16:49:16.667Z;Mujer, Mayor;Partido Colorado;-27.416318,-56.963334;Compañia Coratei;Muy Mala;Mala;Jose Mutti;Socrate ifu;Salud
2026-04-13T16:49:29.336Z;Mujer, Joven;Partido Colorado;-27.425153,-56.962686;Compañia Coratei;Buena;Buena;Jose Mutti;Victor Espinola;Agua y recolección de basura
2026-04-13T16:55:04.214Z;Mujer, Mayor;Partido Colorado;-27.423947,-56.962367;Compañia Coratei;Buena;Buena;Christian Rolon;William Aquino;Limpieza en gral agua
2026-04-13T16:55:31.343Z;Mujer, Mayor;Partido Colorado;-27.418902,-56.963119;Compañia Coratei;Buena;Buena;Christian Rolon;;Todo
2026-04-13T16:59:26.571Z;Varón, Mayor;Partido Colorado;-27.420695,-56.962524;Compañia Coratei;Buena;Mala;Christian Rolon;Carlos Ramires;Recolección de basura
2026-04-13T16:59:46.724Z;Varón, Adulto Mayor;Partido Colorado;-27.420357,-56.963538;Compañia Coratei;Buena;Buena;;;Agua higiene y comodidad
